CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,hemisphere,NAVR,NAVR_corrected,correction,population_size,d_icv_thresholded
ALLEPI_vs_CTL,R_lateraloccipital,-0.199,0.064,-0.324,-0.074,1653,2058,0.001766698,0.00437,rh,0.1527599967767905,0.0128419631864562,0.0840662703418397,566,-0.199
ALLEPI_vs_CTL,R_lateralorbitofrontal,-0.109,0.053,-0.213,-0.006,1651,2057,0.038665361,0.057,rh,0.295510157032316,0.0248424367498381,0.0840662703418397,566,-0.109
ALLEPI_vs_CTL,R_lingual,-0.162,0.048,-0.256,-0.067,1653,2056,0.000814011,0.00214,rh,0.2618941957956546,0.0220164682647162,0.0840662703418397,566,-0.162
ALLEPI_vs_CTL,R_medialorbitofrontal,-0.053,0.035,-0.122,0.015,1636,2025,0.126480352,0.165,rh,0.2375504326145587,0.0199699788879964,0.0840662703418397,566,-0.053
ALLEPI_vs_CTL,R_middletemporal,-0.124,0.042,-0.205,-0.042,1642,2050,0.00301793,0.00668,rh,0.1423913317327906,0.0119703081877833,0.0840662703418397,566,-0.124
ALLEPI_vs_CTL,R_parahippocampal,-0.094,0.035,-0.162,-0.026,1650,2053,0.006946998,0.0139,rh,0.1480602523901322,0.0124468732043098,0.0840662703418397,566,-0.094
ALLEPI_vs_CTL,R_paracentral,-0.315,0.053,-0.418,-0.212,1654,2059,2.19e-09,2.04e-08,rh,0.1977158503219996,0.0166212341240359,0.0840662703418397,566,-0.315
ALLEPI_vs_CTL,R_parsopercularis,-0.177,0.036,-0.247,-0.107,1652,2059,6.48e-07,3.63e-06,rh,0.1847184268977523,0.0155285892127058,0.0840662703418397,566,-0.177
ALLEPI_vs_CTL,R_parsorbitalis,-0.141,0.053,-0.246,-0.036,1654,2057,0.008268133,0.0158,rh,0.2586197940884171,0.0217412015255877,0.0840662703418397,566,-0.141
ALLEPI_vs_CTL,R_parstriangularis,-0.199,0.036,-0.27,-0.128,1652,2058,4.25e-08,3.25e-07,rh,0.2358975534310017,0.0198310274997091,0.0840662703418397,566,-0.199
ALLEPI_vs_CTL,R_pericalcarine,-0.13,0.05,-0.228,-0.032,1654,2056,0.009147753,0.0167,rh,0.2830759246000826,0.0237971372046967,0.0840662703418397,566,-0.13
